<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;20151013;130000;140.0200000;140.0300000;138.9000000;139.0100000;4977300
GAZP;60;20151013;140000;139.0100000;139.5000000;138.8100000;139.2100000;1480790
GAZP;60;20151013;150000;139.2000000;139.9500000;138.8600000;139.4200000;1974380
GAZP;60;20151013;160000;139.4200000;139.9800000;139.2500000;139.4800000;949120
GAZP;60;20151013;170000;139.4900000;140.1900000;138.8500000;140.1900000;3156780
GAZP;60;20151013;180000;140.1900000;141.3200000;140.1800000;140.9900000;4727600
GAZP;60;20151013;190000;141.0000000;141.8000000;140.5600000;141.8000000;5423520
GAZP;60;20151014;110000;141.1700000;141.4700000;140.5000000;141.3200000;3118640
GAZP;60;20151014;120000;141.3600000;142.4500000;141.3600000;142.0400000;3458320
GAZP;60;20151014;130000;142.0300000;142.2800000;141.6700000;142.2200000;2228540
GAZP;60;20151014;140000;142.2300000;142.9900000;142.2300000;142.7900000;2760020
GAZP;60;20151014;150000;142.8200000;143.0000000;142.5700000;142.8000000;1650720
GAZP;60;20151014;160000;142.8000000;143.3600000;142.1000000;142.3900000;4240860
GAZP;60;20151014;170000;142.3700000;142.9000000;141.8000000;142.8000000;3091350
GAZP;60;20151014;180000;142.8300000;142.9700000;141.5000000;141.6300000;3401730
GAZP;60;20151014;190000;141.6000000;142.1000000;141.5300000;142.0100000;1551230
GAZP;60;20151015;110000;142.3400000;144.1300000;142.2100000;144.0000000;4568580
GAZP;60;20151015;120000;144.0000000;144.1400000;143.4500000;144.0700000;3063120
GAZP;60;20151015;130000;144.0800000;144.1600000;143.2100000;143.3700000;3173390
GAZP;60;20151015;140000;143.3700000;143.9800000;143.3700000;143.9000000;1297290
GAZP;60;20151015;150000;143.8600000;144.0900000;143.4300000;143.4800000;1728670
GAZP;60;20151015;160000;143.4900000;143.7000000;143.0300000;143.1500000;2145560
GAZP;60;20151015;170000;143.1500000;143.7300000;142.6500000;143.5400000;2609730
GAZP;60;20151015;180000;143.5500000;143.8800000;143.3200000;143.5600000;1622600
GAZP;60;20151015;190000;143.5500000;143.6600000;142.6100000;142.6100000;2525040
GAZP;60;20151016;110000;143.7200000;144.1600000;142.1200000;142.1700000;6773610
GAZP;60;20151016;120000;142.1500000;142.8700000;141.8600000;142.1500000;2588590
GAZP;60;20151016;130000;142.1400000;142.7200000;141.0300000;141.4200000;4454260
GAZP;60;20151016;140000;141.3800000;142.4000000;141.2100000;142.0800000;3091630
GAZP;60;20151016;150000;142.0200000;142.2200000;141.4000000;141.9700000;1163570
GAZP;60;20151016;160000;141.9100000;142.3900000;141.7700000;142.3000000;918780
GAZP;60;20151016;170000;142.3000000;142.8700000;142.1000000;142.2800000;2222830
GAZP;60;20151016;180000;142.2900000;142.3000000;140.2000000;140.7200000;5848880
GAZP;60;20151016;190000;140.7300000;141.2700000;140.7200000;141.0000000;1834440
GAZP;60;20151019;110000;140.8200000;141.5200000;140.2300000;140.3000000;4168760
GAZP;60;20151019;120000;140.3000000;140.4700000;139.6000000;139.9900000;3732830
GAZP;60;20151019;130000;139.9900000;139.9900000;139.0200000;139.1400000;3972580
GAZP;60;20151019;140000;139.1300000;139.5900000;139.0200000;139.5500000;2322980
GAZP;60;20151019;150000;139.5100000;139.8500000;139.2200000;139.7700000;1274860
GAZP;60;20151019;160000;139.7700000;139.7700000;139.1000000;139.2800000;1624800
GAZP;60;20151019;170000;139.2700000;139.5900000;138.6200000;139.4800000;4290950
GAZP;60;20151019;180000;139.4900000;140.0000000;139.1200000;139.9500000;1894110
GAZP;60;20151019;190000;139.9500000;140.8700000;139.8200000;140.2700000;4549040
GAZP;60;20151020;110000;140.7200000;140.7700000;139.0000000;139.0000000;4400250
GAZP;60;20151020;120000;139.0000000;139.2700000;138.6400000;138.7400000;3529640
GAZP;60;20151020;130000;138.7400000;139.9500000;138.7200000;139.9400000;2433980
GAZP;60;20151020;140000;139.9400000;139.9400000;139.1100000;139.3300000;1619000
GAZP;60;20151020;150000;139.3500000;140.2300000;139.1400000;139.8200000;2251600
GAZP;60;20151020;160000;139.8100000;139.9600000;139.3300000;139.6400000;1253940
GAZP;60;20151020;170000;139.6500000;139.9100000;138.6000000;139.0000000;3550490
GAZP;60;20151020;180000;139.0000000;140.4500000;138.9100000;140.3000000;6694580
GAZP;60;20151020;190000;140.3000000;140.5700000;140.0300000;140.4000000;3175080
GAZP;60;20151021;110000;140.2900000;140.6400000;139.0500000;139.4500000;5429990
GAZP;60;20151021;120000;139.4500000;139.8800000;139.0000000;139.0000000;4453670
GAZP;60;20151021;130000;139.0000000;139.5000000;138.7700000;139.1200000;2123710
GAZP;60;20151021;140000;139.1900000;139.8000000;139.1600000;139.3000000;1979210
GAZP;60;20151021;150000;139.2700000;139.4300000;138.6100000;138.6200000;2775200
GAZP;60;20151021;160000;138.6400000;139.2300000;138.2000000;139.2000000;4288200
GAZP;60;20151021;170000;139.1600000;140.1500000;139.1100000;139.3100000;4875970
GAZP;60;20151021;180000;139.3500000;139.5500000;139.0000000;139.3500000;3377440
GAZP;60;20151021;190000;139.3400000;139.6300000;139.0300000;139.4900000;3131130
GAZP;60;20151022;110000;139.3900000;140.1700000;139.0500000;139.8400000;3572730
GAZP;60;20151022;120000;139.7800000;140.0500000;139.3100000;139.9200000;2297080
GAZP;60;20151022;130000;139.9200000;140.0800000;139.4400000;139.7100000;2130020
GAZP;60;20151022;140000;139.7000000;139.8000000;139.4100000;139.5500000;1752760
GAZP;60;20151022;150000;139.5400000;140.0200000;139.5000000;139.8000000;1500270
GAZP;60;20151022;160000;139.8100000;140.0400000;139.3200000;139.4800000;2708470
GAZP;60;20151022;170000;139.4800000;140.0500000;139.1000000;139.7900000;4294410
GAZP;60;20151022;180000;139.8000000;139.9100000;138.8900000;139.1000000;5144700
GAZP;60;20151022;190000;139.0800000;139.2900000;138.8800000;139.2500000;1582920
GAZP;60;20151023;110000;139.7000000;140.1900000;138.8900000;139.0800000;4059170
GAZP;60;20151023;120000;139.0800000;139.5800000;138.9900000;139.3000000;3005940
GAZP;60;20151023;130000;139.2900000;139.2900000;138.7400000;138.9900000;2758600
GAZP;60;20151023;140000;138.9900000;139.2500000;138.8000000;138.9400000;1097940
GAZP;60;20151023;150000;138.8800000;140.1000000;138.8500000;139.9900000;5700500
GAZP;60;20151023;160000;140.0100000;140.0600000;139.1600000;139.4700000;2520240
GAZP;60;20151023;170000;139.4900000;139.5900000;138.5000000;138.6300000;5305360
GAZP;60;20151023;180000;138.6400000;139.0000000;138.5600000;138.7700000;3626550
GAZP;60;20151023;190000;138.7900000;138.9400000;138.7500000;138.9400000;2072310
GAZP;60;20151026;110000;139.1000000;139.3000000;138.3500000;138.4400000;2393400
GAZP;60;20151026;120000;138.4400000;139.8000000;138.3900000;139.7500000;4774690
GAZP;60;20151026;130000;139.8000000;139.9900000;139.3100000;139.5500000;3732220
GAZP;60;20151026;140000;139.5500000;139.6000000;138.7500000;138.8000000;2345170
GAZP;60;20151026;150000;138.8000000;139.0000000;138.6000000;138.6500000;1086080
GAZP;60;20151026;160000;138.6500000;139.0000000;138.4200000;138.9000000;1894780
GAZP;60;20151026;170000;138.8900000;139.3500000;137.3500000;137.3500000;6252760
GAZP;60;20151026;180000;137.3500000;137.6400000;136.6500000;137.4300000;5183900
GAZP;60;20151026;190000;137.4300000;138.5000000;137.4300000;138.5000000;5198500
GAZP;60;20151027;110000;137.3700000;137.9500000;136.6000000;137.0200000;3259820
GAZP;60;20151027;120000;137.0600000;137.2300000;136.7100000;137.1500000;3270200
GAZP;60;20151027;130000;137.1500000;137.5800000;136.8900000;136.9900000;2529430
GAZP;60;20151027;140000;136.9900000;136.9900000;136.1500000;136.2400000;3346890
GAZP;60;20151027;150000;136.2500000;136.7400000;136.1400000;136.2600000;2651810
GAZP;60;20151027;160000;136.2700000;136.3100000;135.7900000;136.2700000;3231580
GAZP;60;20151027;170000;136.2800000;136.4000000;135.8300000;135.8500000;4581670
GAZP;60;20151027;180000;135.8500000;136.5300000;135.6600000;136.5000000;2185840
GAZP;60;20151027;190000;136.5200000;138.5000000;136.5200000;138.5000000;10847220
GAZP;60;20151028;110000;138.2500000;138.3400000;137.2200000;137.3200000;4062510
GAZP;60;20151028;120000;137.3200000;137.8300000;136.7000000;137.5500000;4513090
GAZP;60;20151028;130000;137.5600000;137.7700000;136.8100000;136.8100000;2037160
GAZP;60;20151028;140000;136.8300000;136.8500000;136.3000000;136.5100000;2747210
GAZP;60;20151028;150000;136.4500000;136.8800000;136.3100000;136.3800000;2322120
GAZP;60;20151028;160000;136.3600000;136.5700000;135.9000000;135.9800000;3579470
GAZP;60;20151028;170000;135.9900000;136.3500000;135.8000000;136.2600000;3522710
GAZP;60;20151028;180000;136.2000000;137.8000000;135.9000000;137.6700000;7550140
GAZP;60;20151028;190000;137.6700000;138.1000000;137.5500000;138.1000000;5821450
GAZP;60;20151029;110000;138.2500000;138.3000000;137.2200000;137.6200000;2478180
GAZP;60;20151029;120000;137.6500000;137.6800000;136.1200000;136.3700000;3819330
GAZP;60;20151029;130000;136.4100000;136.8700000;136.2000000;136.2900000;3629760
GAZP;60;20151029;140000;136.2900000;136.7900000;136.2000000;136.2500000;2039810
GAZP;60;20151029;150000;136.3100000;136.7400000;136.2100000;136.5700000;1307940
GAZP;60;20151029;160000;136.4500000;136.6000000;136.1500000;136.4600000;2587610
GAZP;60;20151029;170000;136.4800000;136.6800000;135.9000000;136.0500000;5057340
GAZP;60;20151029;180000;136.0400000;136.2400000;135.5200000;135.9600000;3884610
GAZP;60;20151029;190000;135.9500000;136.5700000;135.9500000;136.1100000;3048240
GAZP;60;20151030;110000;136.0400000;136.3400000;135.2100000;135.5500000;3237700
GAZP;60;20151030;120000;135.5500000;135.7000000;135.2200000;135.3100000;2155510
GAZP;60;20151030;130000;135.3200000;136.2500000;135.1800000;136.2000000;4572300
GAZP;60;20151030;140000;136.2000000;136.4700000;135.4500000;135.8200000;2424560
GAZP;60;20151030;150000;135.8200000;136.2000000;135.5300000;136.2000000;1369540
GAZP;60;20151030;160000;136.2000000;136.4400000;135.9300000;136.3500000;2584150
GAZP;60;20151030;170000;136.3500000;136.6600000;135.9400000;136.0000000;3194280
GAZP;60;20151030;180000;136.0000000;136.1700000;135.7000000;135.7900000;1731610
GAZP;60;20151030;190000;135.7500000;136.0600000;135.5500000;135.7500000;2514030
GAZP;60;20151102;110000;135.4600000;135.7200000;135.1200000;135.3200000;2465810
GAZP;60;20151102;120000;135.3400000;136.8300000;135.2500000;136.5800000;3485990
GAZP;60;20151102;130000;136.5800000;136.6900000;135.9100000;136.2100000;1957510
GAZP;60;20151102;140000;136.2400000;136.7000000;136.1600000;136.6600000;1261460
GAZP;60;20151102;150000;136.6600000;137.3000000;136.6000000;136.6500000;2519800
GAZP;60;20151102;160000;136.6500000;136.6500000;135.8400000;136.1800000;2423320
GAZP;60;20151102;170000;136.2000000;136.6600000;135.9400000;136.6500000;1451000
GAZP;60;20151102;180000;136.6000000;137.0000000;136.2900000;136.9000000;1878190
GAZP;60;20151102;190000;136.9000000;137.8000000;136.7400000;137.8000000;5571520
GAZP;60;20151103;110000;137.6900000;138.6000000;137.4100000;138.1500000;3570060
GAZP;60;20151103;120000;138.1200000;138.5000000;138.0000000;138.2500000;3944260
GAZP;60;20151103;130000;138.2200000;138.4600000;138.0100000;138.4500000;2347320
GAZP;60;20151103;140000;138.4500000;139.8400000;138.4000000;139.8000000;5759130
GAZP;60;20151103;150000;139.7900000;141.2600000;139.7800000;140.8700000;9103060
GAZP;60;20151103;160000;140.9000000;141.1900000;140.0700000;140.2800000;1970220
GAZP;60;20151103;170000;140.2400000;140.8900000;140.1400000;140.8900000;1516090
GAZP;60;20151103;180000;140.8900000;141.7000000;140.8000000;141.3900000;4924140
GAZP;60;20151103;190000;141.3900000;142.0000000;141.3900000;141.7500000;5235650
GAZP;60;20151105;110000;141.8800000;142.4700000;140.8600000;141.0000000;6070990
GAZP;60;20151105;120000;141.0800000;142.4000000;141.0500000;142.3600000;4558100
GAZP;60;20151105;130000;142.3600000;142.9400000;142.2600000;142.6200000;3695080
GAZP;60;20151105;140000;142.6200000;142.7900000;142.2400000;142.2600000;1657770
GAZP;60;20151105;150000;142.2800000;142.5500000;141.8200000;141.8400000;1946630
GAZP;60;20151105;160000;141.8600000;142.1400000;141.1700000;141.6400000;2966440
GAZP;60;20151105;170000;141.6500000;141.9700000;141.2600000;141.5000000;2539890
GAZP;60;20151105;180000;141.4800000;141.6500000;140.6000000;141.0200000;7957670
GAZP;60;20151105;190000;141.0200000;141.3500000;140.4800000;140.9700000;5353650
GAZP;60;20151106;110000;140.9100000;141.3000000;140.5500000;140.8600000;3449970
GAZP;60;20151106;120000;140.8200000;142.3000000;140.7400000;141.9500000;5214220
GAZP;60;20151106;130000;141.9900000;141.9900000;140.2500000;141.0200000;3674850
GAZP;60;20151106;140000;141.0400000;141.3700000;140.8000000;141.1400000;1412140
GAZP;60;20151106;150000;141.1200000;141.3500000;140.9300000;141.1200000;861530
GAZP;60;20151106;160000;141.1200000;141.1400000;140.6000000;140.8200000;1128260
GAZP;60;20151106;170000;140.8300000;141.4900000;139.5500000;139.7200000;4296390
GAZP;60;20151106;180000;139.7000000;140.0000000;138.2200000;138.5500000;7932030
GAZP;60;20151106;190000;138.5600000;138.5900000;137.3000000;137.7500000;6943160
GAZP;60;20151109;110000;138.0800000;138.3400000;137.6700000;138.2000000;2874320
GAZP;60;20151109;120000;138.2100000;138.2100000;136.9600000;137.1800000;6877620
GAZP;60;20151109;130000;137.1800000;137.5000000;136.7000000;137.0800000;2044790
GAZP;60;20151109;140000;137.0800000;137.3600000;136.7700000;136.8700000;1076040
GAZP;60;20151109;150000;136.8700000;137.6300000;136.7700000;137.5900000;1709990
GAZP;60;20151109;160000;137.6000000;137.7900000;136.9100000;137.5000000;1774540
GAZP;60;20151109;170000;137.5200000;137.9700000;137.0000000;137.1000000;2100620
GAZP;60;20151109;180000;137.1400000;137.2500000;136.5000000;136.5200000;2935010
GAZP;60;20151109;190000;136.5100000;136.5600000;135.7000000;136.5000000;4636110
GAZP;60;20151110;110000;136.4200000;136.4200000;135.9500000;136.2700000;1780230
GAZP;60;20151110;120000;136.2800000;136.9500000;135.8000000;136.2100000;3347810
GAZP;60;20151110;130000;136.2300000;136.3300000;135.5000000;135.6100000;3345410
GAZP;60;20151110;140000;135.6100000;135.9900000;135.3500000;135.5600000;2639960
GAZP;60;20151110;150000;135.6000000;135.8500000;135.3200000;135.7400000;1017480
GAZP;60;20151110;160000;135.7400000;136.4800000;135.5400000;136.2900000;3196570
GAZP;60;20151110;170000;136.2900000;136.7000000;135.7000000;135.7600000;3508020
GAZP;60;20151110;180000;135.7600000;135.9700000;135.3500000;135.6200000;2484400
GAZP;60;20151110;190000;135.6700000;136.7500000;135.5000000;135.5800000;5828340
GAZP;60;20151111;110000;135.8900000;136.1900000;135.3000000;136.0600000;2571680
GAZP;60;20151111;120000;136.0600000;136.0900000;135.3100000;135.9500000;3586140
GAZP;60;20151111;130000;135.9600000;136.6500000;135.9600000;136.1100000;3950090
GAZP;60;20151111;140000;136.1600000;136.4800000;135.7500000;135.8000000;2281430
GAZP;60;20151111;150000;135.8200000;135.9200000;135.5500000;135.7100000;1825180
GAZP;60;20151111;160000;135.7100000;135.9100000;135.5500000;135.7300000;1830920
GAZP;60;20151111;170000;135.7300000;136.1600000;135.4000000;136.1300000;3107770
GAZP;60;20151111;180000;136.1500000;136.5900000;135.7000000;135.9600000;4009180
GAZP;60;20151111;190000;135.9400000;135.9700000;134.6000000;135.0000000;7340200
GAZP;60;20151112;110000;135.1000000;135.2500000;134.5300000;134.8500000;3787950
GAZP;60;20151112;120000;134.8300000;137.7400000;134.8100000;137.6800000;11121470
GAZP;60;20151112;130000;137.6400000;138.0500000;137.2000000;137.8000000;5060640
GAZP;60;20151112;140000;137.8300000;138.4600000;137.6500000;138.4200000;5820810
GAZP;60;20151112;150000;138.4100000;138.8700000;138.0200000;138.1800000;4924960
GAZP;60;20151112;160000;138.1900000;138.4900000;137.6600000;137.9700000;3623060
GAZP;60;20151112;170000;137.9700000;138.2700000;137.4000000;137.4800000;3955250
GAZP;60;20151112;180000;137.4900000;137.4900000;136.4000000;137.1900000;7927050
GAZP;60;20151112;190000;137.2100000;137.3900000;136.6000000;136.6000000;3841160
GAZP;60;20151113;110000;136.4400000;136.9200000;135.7000000;135.9900000;3198870
GAZP;60;20151113;120000;135.9600000;136.8300000;135.7900000;136.3000000;4250750
GAZP;60;20151113;130000;136.2600000;136.5000000;136.0100000;136.3500000;1155770
GAZP;60;20151113;140000;136.3400000;137.3600000;136.3200000;136.7500000;3640060
GAZP;60;20151113;150000;136.7400000;137.2000000;136.6000000;137.2000000;2409700
GAZP;60;20151113;160000;137.1800000;137.1800000;136.4200000;136.5900000;2267240
GAZP;60;20151113;170000;136.5600000;137.2300000;136.4400000;136.9800000;3049900
GAZP;60;20151113;180000;136.9700000;137.3400000;136.7000000;136.7900000;4174660
GAZP;60;20151113;190000;136.7700000;136.9300000;136.0000000;136.0000000;4692540
GAZP;60;20151116;110000;136.4400000;136.8800000;135.6000000;136.0000000;2276260
GAZP;60;20151116;120000;136.0000000;136.3900000;135.6500000;136.1400000;4192080
GAZP;60;20151116;130000;136.1400000;136.5000000;135.9200000;136.4000000;2479890
GAZP;60;20151116;140000;136.3700000;136.8400000;136.2500000;136.7400000;3875940
GAZP;60;20151116;150000;136.7200000;137.8000000;136.5300000;137.7900000;5319270
GAZP;60;20151116;160000;137.8000000;138.7500000;137.6900000;138.7400000;4071640
GAZP;60;20151116;170000;138.7200000;139.2000000;137.9500000;138.0200000;5309600
GAZP;60;20151116;180000;138.0100000;138.8300000;137.7000000;138.4300000;3720630
GAZP;60;20151116;190000;138.4300000;138.9400000;137.2000000;137.2100000;4535140
GAZP;60;20151117;110000;138.2700000;139.1400000;137.8200000;138.9700000;4700190
GAZP;60;20151117;120000;138.9900000;140.2500000;138.3700000;140.1500000;9253470
GAZP;60;20151117;130000;140.1400000;142.7500000;139.9200000;142.6200000;14631600
GAZP;60;20151117;140000;142.6100000;142.9000000;141.5400000;141.9900000;4830980
GAZP;60;20151117;150000;141.9800000;142.7900000;141.7100000;141.8800000;5596760
GAZP;60;20151117;160000;141.8300000;142.8100000;141.6300000;142.5800000;4502560
GAZP;60;20151117;170000;142.5100000;143.5000000;142.5000000;143.3500000;5458200
GAZP;60;20151117;180000;143.3500000;143.4800000;142.0000000;142.9700000;5549640
GAZP;60;20151117;190000;142.9600000;143.4000000;142.1200000;142.7500000;6957620
GAZP;60;20151118;110000;142.8400000;143.8000000;141.7800000;142.2600000;5287760
GAZP;60;20151118;120000;142.2700000;143.4500000;142.0500000;142.9500000;5481390
GAZP;60;20151118;130000;142.9500000;144.7900000;142.7000000;144.6700000;7096690
GAZP;60;20151118;140000;144.6500000;146.8900000;144.5700000;146.3900000;10197960
GAZP;60;20151118;150000;146.3900000;147.2300000;146.1900000;146.3000000;7702990
GAZP;60;20151118;160000;146.3000000;147.0000000;145.8800000;146.4300000;2749320
GAZP;60;20151118;170000;146.4500000;147.0400000;146.3100000;146.9600000;2687140
GAZP;60;20151118;180000;146.9400000;147.5000000;146.5200000;147.3100000;4728710
GAZP;60;20151118;190000;147.3900000;147.9500000;147.2300000;147.4700000;5788820
GAZP;60;20151119;110000;148.1400000;149.0600000;146.6000000;147.2100000;10999120
GAZP;60;20151119;120000;147.2000000;148.8700000;147.1700000;148.4300000;7163500
GAZP;60;20151119;130000;148.4300000;149.0000000;147.7800000;148.9900000;4202350
GAZP;60;20151119;140000;148.9800000;149.8700000;148.6100000;148.9200000;6728630
GAZP;60;20151119;150000;148.9100000;149.9800000;148.9100000;149.1300000;5714390
GAZP;60;20151119;160000;149.1200000;149.2200000;147.0700000;147.3200000;7071990
GAZP;60;20151119;170000;147.3000000;147.7900000;146.3900000;146.6300000;4387290
GAZP;60;20151119;180000;146.5900000;147.7900000;145.1700000;147.5400000;8640540
GAZP;60;20151119;190000;147.5400000;147.6000000;145.9400000;147.5000000;6667360
GAZP;60;20151120;110000;146.2000000;147.5000000;145.9500000;147.4200000;4428070
GAZP;60;20151120;120000;147.4200000;147.4200000;146.3000000;146.8500000;2330760
GAZP;60;20151120;130000;146.8300000;146.8400000;146.1000000;146.5500000;1479700
GAZP;60;20151120;140000;146.5500000;146.8000000;145.4000000;145.4100000;2996800
GAZP;60;20151120;150000;145.4700000;145.5500000;144.7400000;145.3300000;3808190
GAZP;60;20151120;160000;145.3300000;145.7800000;145.2600000;145.5200000;1200390
GAZP;60;20151120;170000;145.5700000;146.9900000;145.4800000;146.9000000;3991300
GAZP;60;20151120;180000;146.8500000;148.2800000;146.3300000;148.2000000;4532370
GAZP;60;20151120;190000;148.1700000;148.9100000;147.8300000;148.0500000;5989150
GAZP;60;20151123;110000;147.8300000;147.8700000;146.2000000;146.5600000;3740780
GAZP;60;20151123;120000;146.5100000;147.0100000;145.8800000;145.9600000;3232330
GAZP;60;20151123;130000;145.9600000;147.1400000;145.9600000;147.0500000;2885370
GAZP;60;20151123;140000;147.0300000;147.0900000;146.2000000;146.3400000;1215130
GAZP;60;20151123;150000;146.3200000;148.2000000;146.3000000;147.8100000;3847490
GAZP;60;20151123;160000;147.8000000;150.6600000;147.6400000;149.0400000;11172520
GAZP;60;20151123;170000;149.0900000;149.8900000;148.4000000;149.7000000;3444630
GAZP;60;20151123;180000;149.7500000;150.4000000;149.5000000;149.8500000;5084210
GAZP;60;20151123;190000;149.8500000;152.0000000;149.6000000;152.0000000;8295150
GAZP;60;20151124;110000;151.8200000;152.8400000;149.9800000;150.0400000;8124160
GAZP;60;20151124;120000;150.0200000;151.3900000;148.8000000;148.8600000;9172230
GAZP;60;20151124;130000;148.8600000;150.3000000;148.7100000;150.0600000;4017120
GAZP;60;20151124;140000;150.0200000;150.1500000;146.7500000;146.8600000;6712980
GAZP;60;20151124;150000;146.8600000;147.9000000;146.0000000;147.1000000;7689700
GAZP;60;20151124;160000;147.1500000;148.3000000;146.0500000;146.5500000;5864110
GAZP;60;20151124;170000;146.5300000;146.5600000;144.7000000;145.7500000;11369160
GAZP;60;20151124;180000;145.7500000;146.6000000;145.2600000;146.2400000;3637530
GAZP;60;20151124;190000;146.2000000;146.3400000;145.1800000;145.6500000;3642760
GAZP;60;20151125;110000;146.0100000;147.0700000;145.6100000;146.3500000;3831290
GAZP;60;20151125;120000;146.3400000;146.3500000;144.8500000;145.0600000;4496790
GAZP;60;20151125;130000;145.1000000;145.1500000;142.2600000;142.9400000;11089030
GAZP;60;20151125;140000;142.9300000;144.2000000;142.6200000;144.1500000;5215440
GAZP;60;20151125;150000;144.1500000;144.3700000;143.0300000;144.2500000;3637980
GAZP;60;20151125;160000;144.3000000;144.5000000;143.1200000;144.4700000;3567630
GAZP;60;20151125;170000;144.4600000;144.9800000;143.7100000;143.8300000;4731640
GAZP;60;20151125;180000;143.8800000;144.4000000;143.3600000;144.1900000;3024170
GAZP;60;20151125;190000;144.1900000;144.3600000;143.6100000;143.9900000;3917280
GAZP;60;20151126;110000;144.2900000;145.4900000;143.8100000;145.2600000;4312700
GAZP;60;20151126;120000;145.2600000;146.2100000;144.9300000;145.2600000;4136750
GAZP;60;20151126;130000;145.3200000;145.5900000;144.8500000;145.3000000;2572540
GAZP;60;20151126;140000;145.3800000;145.7000000;145.0800000;145.3400000;2787830
GAZP;60;20151126;150000;145.4000000;145.7700000;145.1800000;145.3100000;2013230
GAZP;60;20151126;160000;145.3200000;145.4500000;143.8500000;144.2300000;3865580
GAZP;60;20151126;170000;144.2300000;144.6000000;143.1200000;143.2700000;3606270
GAZP;60;20151126;180000;143.2700000;143.6800000;141.8600000;142.1900000;4759500
GAZP;60;20151126;190000;142.1400000;143.2000000;142.0000000;143.2000000;3414180
GAZP;60;20151127;110000;142.9900000;143.1000000;141.4100000;142.4300000;4194240
GAZP;60;20151127;120000;142.4200000;142.9500000;142.0000000;142.7500000;2488800
GAZP;60;20151127;130000;142.7500000;142.9200000;141.3500000;141.5700000;4278480
GAZP;60;20151127;140000;141.5600000;142.0300000;141.3000000;141.7500000;2759540
GAZP;60;20151127;150000;141.7100000;142.4800000;141.0100000;141.1100000;3549740
GAZP;60;20151127;160000;141.1300000;141.9300000;140.7000000;141.6000000;4780530
GAZP;60;20151127;170000;141.5700000;141.9000000;141.0000000;141.2900000;1795870
GAZP;60;20151127;180000;141.3100000;142.3000000;141.2000000;141.3800000;1439200
GAZP;60;20151127;190000;141.4300000;141.7500000;140.6200000;140.6500000;4425990
GAZP;60;20151130;110000;140.4000000;141.3900000;139.5200000;141.1400000;3172930
GAZP;60;20151130;120000;141.1600000;141.7700000;140.6800000;140.7500000;2831250
GAZP;60;20151130;130000;140.7800000;141.9700000;140.0600000;140.5000000;3380680
GAZP;60;20151130;140000;140.5500000;142.4700000;140.1500000;141.9000000;3299920
GAZP;60;20151130;150000;141.8900000;142.2700000;140.8000000;140.8800000;2943430
GAZP;60;20151130;160000;140.9000000;141.3700000;140.1000000;140.2100000;2154640
GAZP;60;20151130;170000;140.2300000;140.4200000;139.6500000;140.1900000;4434180
GAZP;60;20151130;180000;140.1600000;140.8400000;139.7100000;140.4200000;5750950
GAZP;60;20151130;190000;140.4500000;140.6700000;138.0000000;138.0000000;11821900
GAZP;60;20151201;110000;140.0000000;140.0000000;138.2700000;139.3300000;3179520
GAZP;60;20151201;120000;139.2900000;139.3700000;138.7000000;139.1900000;2343130
GAZP;60;20151201;130000;139.1900000;139.6500000;138.6000000;138.6000000;2491260
GAZP;60;20151201;140000;138.6200000;138.9500000;138.4000000;138.4300000;2986300
GAZP;60;20151201;150000;138.4500000;139.2000000;138.1000000;138.3400000;1982400
GAZP;60;20151201;160000;138.2400000;138.8700000;138.1600000;138.4500000;729600
GAZP;60;20151201;170000;138.4800000;138.8000000;138.0000000;138.4000000;1973320
GAZP;60;20151201;180000;138.3900000;138.4600000;137.0500000;137.1000000;4777330
GAZP;60;20151201;190000;137.0900000;137.5800000;136.8800000;137.4200000;4410520
GAZP;60;20151202;110000;137.6000000;139.1600000;137.6000000;139.0500000;3480300
GAZP;60;20151202;120000;139.0500000;139.4500000;137.8000000;137.8000000;4733670
GAZP;60;20151202;130000;137.8200000;138.8900000;137.5000000;137.7500000;3897220
GAZP;60;20151202;140000;137.7500000;138.1600000;137.5500000;137.6600000;1774920
GAZP;60;20151202;150000;137.6700000;137.6900000;136.5400000;136.5700000;3911300
GAZP;60;20151202;160000;136.6600000;136.9000000;136.3000000;136.8200000;3068100
GAZP;60;20151202;170000;136.8200000;137.2800000;136.4000000;136.4300000;2374680
GAZP;60;20151202;180000;136.4200000;136.7500000;136.3100000;136.4000000;2129000
GAZP;60;20151202;190000;136.4000000;137.1900000;136.3600000;136.8500000;2931460
GAZP;60;20151203;110000;136.5300000;137.8400000;136.5300000;137.6600000;2495890
GAZP;60;20151203;120000;137.6700000;138.6100000;137.6700000;138.0800000;3395470
GAZP;60;20151203;130000;138.1000000;138.4700000;137.8400000;138.2200000;1576350
GAZP;60;20151203;140000;138.2200000;138.8000000;137.5500000;138.6800000;4531970
GAZP;60;20151203;150000;138.6800000;138.9500000;138.1000000;138.6000000;2686310
GAZP;60;20151203;160000;138.6000000;139.2000000;138.4100000;139.2000000;4077470
GAZP;60;20151203;170000;139.2000000;140.5000000;139.0000000;139.9500000;10078280
GAZP;60;20151203;180000;139.9600000;140.6600000;139.6000000;140.1200000;7471800
GAZP;60;20151203;190000;140.1300000;140.3200000;139.6000000;140.0000000;5545510
GAZP;60;20151204;110000;140.4400000;140.9500000;139.7000000;139.9800000;3429630
