Date,Close
2000-01-01,0.7873349785804749
2000-02-01,0.869863748550415
2000-03-01,1.0306510925292969
2000-04-01,0.9414823055267334
2000-05-01,0.6374570727348328
2000-06-01,0.7949241399765015
2000-06-21,
2000-07-01,0.7712089419364929
2000-08-01,0.9248822331428528
2000-09-01,0.39082151651382446
2000-10-01,0.29691052436828613
2000-11-01,0.2504297196865082
2000-12-01,0.22576601803302765
2001-01-01,0.3282146751880646
2001-02-01,0.27699044346809387
2001-03-01,0.3349684774875641
2001-04-01,0.3868761360645294
2001-05-01,0.30279219150543213
2001-06-01,0.3528784215450287
2001-07-01,0.28518640995025635
2001-08-01,0.2815435230731964
2001-09-01,0.23540355265140533
2001-10-01,0.26651740074157715
2001-11-01,0.3232816159725189
2001-12-01,0.33238789439201355
2002-01-01,0.37518927454948425
2002-02-01,0.32935279607772827
2002-03-01,0.3592528700828552
2002-04-01,0.3683592975139618
2002-05-01,0.3536365032196045
2002-06-01,0.26894646883010864
2002-07-01,0.23160943388938904
2002-08-01,0.22386899590492249
2002-09-01,0.2200748473405838
2002-10-01,0.24390307068824768
2002-11-01,0.23525220155715942
2002-12-01,0.217494398355484
2003-01-01,0.2179499864578247
2003-02-01,0.22781527042388916
2003-03-01,0.21461062133312225
2003-04-01,0.2158251404762268
2003-05-01,0.272437185049057
2003-06-01,0.2892839014530182
2003-07-01,0.31994307041168213
2003-08-01,0.3431644141674042
2003-09-01,0.3144788444042206
2003-10-01,0.3474140465259552
2003-11-01,0.31736260652542114
2003-12-01,0.32434406876564026
2004-01-01,0.3424053490161896
2004-02-01,0.3630470335483551
2004-03-01,0.4104008376598358
2004-04-01,0.391277015209198
2004-05-01,0.4258817136287689
2004-06-01,0.493877112865448
2004-07-01,0.49084189534187317
2004-08-01,0.5234736204147339
2004-09-01,0.5881297588348389
2004-10-01,0.795303463935852
2004-11-01,1.0176540613174438
2004-12-01,0.9774342179298401
2005-01-01,1.1671534776687622
2005-02-01,1.3617300987243652
2005-02-28,
2005-03-01,1.2648965120315552
2005-04-01,1.094604730606079
2005-05-01,1.206918716430664
2005-06-01,1.1173713207244873
2005-07-01,1.294644832611084
2005-08-01,1.42335045337677
2005-09-01,1.627336859703064
2005-10-01,1.7481502294540405
2005-11-01,2.058682918548584
2005-12-01,2.1822280883789062
2006-01-01,2.292114019393921
2006-02-01,2.07901930809021
2006-03-01,1.9038715362548828
2006-04-01,2.136695384979248
2006-05-01,1.814324140548706
2006-06-01,1.738436222076416
2006-07-01,2.0629329681396484
2006-08-01,2.0595927238464355
2006-09-01,2.3367350101470947
2006-10-01,2.461190700531006
2006-11-01,2.7823474407196045
2006-12-01,2.575326442718506
2007-01-01,2.602342367172241
2007-02-01,2.568345069885254
2007-03-01,2.820291757583618
2007-04-01,3.0294387340545654
2007-05-01,3.678734302520752
2007-06-01,3.7045352458953857
2007-07-01,3.9995856285095215
2007-08-01,4.203575134277344
2007-09-01,4.658596992492676
2007-10-01,5.765949726104736
2007-11-01,5.531304836273193
2007-12-01,6.012739658355713
2008-01-01,4.1088666915893555
2008-02-01,3.794995069503784
2008-03-01,4.355956077575684
2008-04-01,5.280269622802734
2008-05-01,5.729526042938232
2008-06-01,5.082658767700195
2008-07-01,4.824944019317627
2008-08-01,5.14609956741333
2008-09-01,3.4501607418060303
2008-10-01,3.2659053802490234
2008-11-01,2.8130059242248535
2008-12-01,2.5908071994781494
2009-01-01,2.735905170440674
2009-02-01,2.7110140323638916
2009-03-01,3.1909289360046387
2009-04-01,3.8195817470550537
2009-05-01,4.122526168823242
2009-06-01,4.3234782218933105
