Date,Close
2009-07-01,4.959718704223633
2009-08-01,5.1060309410095215
2009-09-01,5.626316547393799
2009-10-01,5.721934795379639
2009-11-01,6.068289756774902
2009-12-01,6.396728038787842
2010-01-01,5.830001354217529
2010-02-01,6.211259365081787
2010-03-01,7.13344669342041
2010-04-01,7.925414562225342
2010-05-01,7.7976179122924805
2010-06-01,7.635215759277344
2010-07-01,7.80885124206543
2010-08-01,7.3793253898620605
2010-09-01,8.613256454467773
2010-10-01,9.13628101348877
2010-11-01,9.444991111755371
2010-12-01,9.791339874267578
2011-01-01,10.300091743469238
2011-02-01,10.72172737121582
2011-03-01,10.579056739807129
2011-04-01,10.628230094909668
2011-05-01,10.558417320251465
2011-06-01,10.189295768737793
2011-07-01,11.853059768676758
2011-08-01,11.681551933288574
2011-09-01,11.575003623962402
2011-10-01,12.287137031555176
2011-11-01,11.601716041564941
2011-12-01,12.293815612792969
2012-01-01,13.856494903564453
2012-02-01,16.4658203125
2012-03-01,18.19940185546875
2012-04-01,17.72677230834961
2012-05-01,17.537050247192383
2012-06-01,17.727378845214844
2012-07-01,18.539674758911133
2012-08-01,20.193422317504883
2012-08-09,
2012-09-01,20.336824417114258
2012-10-01,18.14858627319336
2012-11-01,17.84250831604004
2012-11-07,
2012-12-01,16.297527313232422
2013-01-01,13.94923210144043
2013-02-01,13.51772689819336
2013-02-07,
2013-03-01,13.635319709777832
2013-04-01,13.639019966125488
2013-05-01,13.85310173034668
2013-05-09,
2013-06-01,12.295222282409668
2013-07-01,14.03161334991455
2013-08-01,15.107247352600098
2013-08-08,
2013-09-01,14.880213737487793
2013-10-01,16.314395904541016
2013-11-01,17.355932235717773
2013-11-06,
2013-12-01,17.612661361694336
2014-01-01,15.715834617614746
2014-02-01,16.52077865600586
2014-02-06,
2014-03-01,16.951278686523438
2014-04-01,18.63617706298828
2014-05-01,19.99135398864746
2014-05-08,
2014-06-01,20.65909767150879
2014-06-09,
2014-07-01,21.252662658691406
2014-08-01,22.786590576171875
2014-08-07,
2014-09-01,22.508956909179688
2014-10-01,24.128707885742188
2014-11-01,26.57062339782715
2014-11-06,
2014-12-01,24.767366409301758
2015-01-01,26.28868293762207
2015-02-01,28.82421112060547
2015-02-05,
2015-03-01,28.030132293701172
2015-04-01,28.19232749938965
2015-05-01,29.347946166992188
2015-05-07,
2015-06-01,28.373432159423828
2015-07-01,27.43918228149414
2015-08-01,25.50735855102539
2015-08-06,
2015-09-01,25.063819885253906
2015-10-01,27.15436363220215
2015-11-01,26.881683349609375
2015-11-05,
2015-12-01,24.02094268798828
2016-01-01,22.21355628967285
2016-02-01,22.06522560119629
2016-02-04,
2016-03-01,25.00712013244629
2016-04-01,21.50809669494629
2016-05-01,22.912296295166016
2016-05-05,
2016-06-01,22.06840705871582
2016-07-01,24.055950164794922
2016-08-01,24.49224281311035
2016-08-04,
2016-09-01,26.237960815429688
2016-10-01,26.3516788482666
2016-11-01,25.650768280029297
2016-11-03,
2016-12-01,27.018863677978516
2017-01-01,28.308923721313477
2017-02-01,31.957475662231445
2017-02-09,
2017-03-01,33.658775329589844
2017-04-01,33.65642166137695
2017-05-01,35.79084396362305
2017-05-11,
2017-06-01,33.88240432739258
2017-07-01,34.99047088623047
2017-08-01,38.58293533325195
2017-08-10,
2017-09-01,36.400917053222656
2017-10-01,39.92481231689453
2017-11-01,40.58849334716797
2017-11-10,
2017-12-01,40.11336135864258
2018-01-01,39.68670654296875
2018-02-01,42.220611572265625
2018-02-09,
2018-03-01,39.93181610107422
2018-04-01,39.33205795288086
2018-05-01,44.475257873535156
2018-05-11,
2018-06-01,44.22626876831055
2018-07-01,45.463863372802734
2018-08-01,54.385093688964844
2018-08-10,
2018-09-01,54.1226921081543
2018-10-01,52.47316360473633
2018-11-01,42.81575393676758
2018-11-08,
2018-12-01,37.95119094848633
2019-01-01,40.04435348510742
2019-02-01,41.65873336791992
2019-02-08,
2019-03-01,45.89670181274414
2019-04-01,48.48691177368164
2019-05-01,42.30131912231445
2019-05-10,
2019-06-01,48.00661087036133
2019-07-01,51.67405700683594
2019-08-01,50.63106918334961
2019-08-09,
2019-09-01,54.53159713745117
2019-10-01,60.56739044189453
2019-11-01,65.06928253173828
2019-11-07,
2019-12-01,71.71175384521484
2020-01-01,75.58489227294922
2020-02-01,66.75675201416016
2020-02-07,
2020-03-01,62.24708557128906
2020-04-01,71.91864776611328
2020-05-01,77.82781982421875
2020-05-08,
2020-06-01,89.54031372070312
2020-07-01,104.3262710571289
2020-08-01,126.69168090820312
2020-08-07,
2020-08-31,
2020-09-01,113.90746307373047
2020-10-01,107.07164001464844
2020-11-01,117.09423065185547
2020-11-06,
2020-12-01,130.7353515625
2021-01-01,130.01608276367188
2021-02-01,119.47370147705078
2021-02-05,
2021-03-01,120.53043365478516
2021-04-01,129.71701049804688
2021-05-01,122.95781707763672
2021-05-07,
2021-06-01,135.37364196777344
2021-07-01,144.17051696777344
2021-08-01,150.07138061523438
2021-08-06,
2021-09-01,140.07057189941406
2021-10-01,148.28671264648438
2021-11-01,163.63014221191406
2021-11-05,
2021-12-01,176.03274536132812
2022-01-01,173.2668914794922
2022-02-01,163.69052124023438
2022-02-04,
2022-03-01,173.31890869140625
2022-04-01,156.4842987060547
2022-05-01,147.73944091796875
2022-05-06,
2022-06-01,135.90846252441406
2022-07-01,161.54537963867188
2022-08-01,156.28677368164062
2022-08-05,
2022-09-01,137.5704803466797
2022-10-01,152.64154052734375
2022-11-01,147.355712890625
2022-11-04,
2022-12-01,129.55271911621094
2023-01-01,143.8710174560547
2023-02-01,146.98196411132812
2023-02-10,
2023-03-01,164.67222595214844
2023-04-01,169.44561767578125
2023-05-01,177.0051727294922
2023-05-12,
2023-06-01,193.97000122070312
